repeat	fold	rung	n_actual	n_virginica	n_versicolor	dev_n	jaccard_dev_vs_declared	rows_sha256	row_ids
1	1	12	12	6	6	20	0.0811	b68dd2b05fb0135bfafe634e8c28546a4465c7ba2d316fe340d857f3ddac9f1a	7;13;20;30;37;41;52;54;77;82;85;98
1	1	8	8	4	4	20	0.0811	700366a7000b49a4da6a0782d6783762449acf16009a939a18354a2124ad66df	20;30;37;41;52;54;85;98
1	2	60	59	29	30	20	0.2121	759d744c8add3225f3c2fa9fa89337131f3da57b30542c028b8b912520116e26	0;2;4;5;7;8;9;10;15;16;17;19;21;22;25;27;29;30;31;33;34;35;37;39;40;41;42;43;47;49;51;53;56;60;62;63;64;65;66;67;69;70;71;72;73;76;77;78;79;82;84;88;90;91;92;93;95;97;98
1	2	45	45	22	23	20	0.2121	569e66751c5f916e4a3911f0fc035b97f404bbd06937e9a3ea7cfb9c1d9990cf	0;2;4;7;8;9;10;16;17;19;21;25;30;31;33;35;37;39;40;41;42;43;49;53;56;60;64;65;66;67;69;70;71;72;73;76;78;79;82;84;88;90;93;95;98
1	2	30	30	15	15	20	0.2121	d39d6a967bf09665e72441e7d703b52ac63024c788f68f48d111139f2b4e8b6d	2;4;8;9;10;16;21;30;31;35;37;39;41;42;49;56;60;64;65;66;67;69;70;72;78;79;82;88;93;98
1	2	20	20	10	10	20	0.2121	12da7f64b644575d3d8c9ae2127932db1ec6240e0b77fb4948ed886b60cb4153	2;4;10;16;30;35;39;41;42;49;56;60;64;65;67;69;70;72;93;98
1	2	12	12	6	6	20	0.2121	67ce610cff34abf1f46ff4f93adc714ac33d8468394ccf43bc914a3096e02259	2;4;10;35;42;49;56;60;64;67;70;98
1	2	8	8	4	4	20	0.2121	fe53eec6c697751c827ecff8b3d65ee3548452d3bd4aac58f6a17c63c75df53e	2;4;35;49;64;67;70;98
1	3	60	60	29	31	20	0.25	044f929a170ce485f5efd54853add8b1732050abe8d0e3f1fc284c06eb7386ac	0;2;3;4;5;8;9;10;11;13;14;15;16;18;19;20;21;22;26;28;30;31;33;34;35;36;38;39;40;47;49;50;51;52;53;54;55;56;58;60;62;64;69;70;72;77;78;79;81;82;84;85;88;89;92;95;96;97;98;99
1	3	45	45	23	22	20	0.25	bd32bf43f6294a6055139be0223436a1ce48097a79eedf623d94587741ccd18f	0;2;3;5;8;9;10;11;13;16;18;19;20;21;28;30;33;34;36;40;47;49;50;53;54;55;56;58;60;62;64;72;77;78;79;81;82;84;85;88;89;95;96;98;99
1	3	30	30	15	15	20	0.25	12c093b602d7bdacc1598e2de76fb2cd81f2864d41abb5e5346fa221ae87ffec	2;5;8;9;10;11;13;20;21;28;30;36;40;47;49;50;53;54;55;58;62;72;81;84;85;88;89;95;96;98
1	3	20	20	10	10	20	0.25	167f98e86db6a809ca9d191c4563d4eb7789669f0059af94c44f0820019a5d15	5;8;9;11;21;30;36;40;47;49;50;53;54;72;84;85;88;89;95;98
1	3	12	12	6	6	20	0.25	29f05aed82843be0ea85d285bf10081d52b4b3ba41f1902ba8d7e7845b70e86c	8;9;21;30;47;49;50;53;54;85;95;98
1	3	8	8	4	4	20	0.25	a9f89e936cc44bf3d697ecbf4e8baafc06f982dec6e941c80615780e658c724d	8;9;21;30;50;53;95;98
2	0	60	60	29	31	20	0.25	eb48f5e49853e58be8081a61b8c638ce7f33b6ef7512cb75918a87dc59ffa58f	0;3;4;5;7;10;11;13;14;15;16;17;19;25;26;27;28;29;30;31;35;36;37;38;39;40;41;42;43;47;49;50;52;53;54;56;58;60;62;63;64;65;66;67;71;72;73;77;78;79;81;82;84;85;88;91;95;97;98;99
2	0	45	45	23	22	20	0.25	5658442e627b3ea18b3a24cec1b9775b550f81d80ca1113d79568fb90fa11772	0;3;5;7;10;13;15;16;19;25;27;28;30;31;35;36;37;39;40;42;43;49;52;53;54;56;60;62;63;65;66;71;72;73;77;78;79;81;82;85;88;91;95;97;99
2	0	30	30	15	15	20	0.25	27c12e885a691852726161da8eecb47522e1d439d635fb06b1e03123d1108e84	3;5;7;10;13;16;27;28;30;31;36;37;40;43;49;54;60;62;63;66;71;72;73;77;78;79;85;88;91;95
2	0	20	20	10	10	20	0.25	adcaf4c1bea90d84c47df04e078317719bdec69ebcb0313285d51358517afcaa	5;7;10;13;16;27;36;37;43;49;54;60;62;63;66;71;77;88;91;95
2	0	12	12	6	6	20	0.25	f31c55712401656c9888d7a23ba5b6bdd65e9268551c4603d5db0f17a929371e	5;7;10;16;27;43;60;62;63;77;88;95
2	0	8	8	4	4	20	0.25	ddfc3ca5f528531bae5b5f2e337840ad93e38000ad3fbb6eef7764b0b9c6a612	5;10;16;43;62;63;77;95
2	1	60	60	30	30	20	0.0811	99449016156b11b069b8c6e10cc4b31f566adab1e48a38e8d484497a074d4e49	0;2;3;5;8;9;10;13;16;18;19;20;21;22;24;25;26;28;30;31;33;34;36;37;38;39;40;41;42;47;50;51;54;55;56;58;60;62;64;66;67;69;70;72;73;76;77;79;81;82;84;88;89;90;92;93;96;97;98;99
2	1	45	45	22	23	20	0.0811	2402277953e890a778140f73f7eddeab9cc5085374847839bd7e2f4bd6177211	0;2;3;5;8;9;10;13;16;18;19;20;21;22;25;26;28;33;37;38;41;42;47;50;54;56;60;62;64;66;67;70;72;76;77;79;81;82;84;88;89;90;93;96;97
2	1	30	30	15	15	20	0.0811	584dc596ec2bbc16eb6a4ca718444d90c53c5bded23da273d75addadeb17e29a	0;2;3;5;8;13;16;19;20;22;26;33;37;38;47;50;54;60;62;64;67;70;72;76;77;84;89;93;96;97
2	1	20	20	10	10	20	0.0811	7220b593e9821d047b3052d955b5e46f04dad78f8fe6b4ab8422f0660a2f9a9f	2;5;8;16;19;20;22;33;37;38;50;54;62;64;67;70;72;76;84;96
2	1	12	12	6	6	20	0.0811	1be83f394646e4211f3d797d5f1ecc12181d47e63d91b913c50c22f91041eda4	2;19;20;33;37;38;54;62;64;67;70;96
2	1	8	8	4	4	20	0.0811	a363014f5895d55497021764811dc9cc12405dac0b4f2d81a08021a68b764e6c	19;33;37;38;54;62;70;96
2	2	60	60	29	31	20	0.1429	88128be3b93795203200fc798f3f4f8f3abe4077a3c6df9b38f101683afc9315	0;2;4;7;8;9;11;14;15;16;17;18;20;21;22;24;25;26;27;28;29;31;33;34;35;40;41;42;43;47;49;50;51;52;53;54;55;58;63;64;65;69;70;71;73;76;77;78;82;85;89;90;91;92;93;95;96;97;98;99
2	2	45	45	23	22	20	0.1429	3845b4c3ad116a2858c9accad08464f93af8b2020922aa8ab30a95af7a5e96df	0;2;7;8;9;15;17;20;21;24;25;26;27;28;29;31;34;41;42;43;47;49;50;52;53;54;55;58;63;64;65;69;70;73;77;78;82;85;90;91;95;96;97;98;99
2	2	30	30	15	15	20	0.1429	373c8bded03ee9246cb59facd275bde92907f0699815ce575116a004f8daf41a	0;2;9;15;17;20;24;25;26;27;29;31;34;47;49;53;54;55;65;69;73;77;78;82;90;91;96;97;98;99
2	2	20	20	10	10	20	0.1429	b18e0a22847820b3e94c7c01e1d65da83df630d98a0a0a684f7528867fea8ddf	2;9;15;24;25;26;27;29;34;49;53;54;55;65;69;73;77;90;91;97
2	2	12	12	6	6	20	0.1429	e9085c6699a4a695d436b6c3ce1241693f3d015b33da9d85ae622a92832babbc	15;24;27;29;34;49;53;65;69;77;90;97
2	2	8	8	4	4	20	0.1429	138fa68a480f81813ec4e18e33cdb85cedfb8ef7c902d1d6136fdfe32e4d5697	15;29;34;49;53;69;90;97
2	3	60	59	29	30	20	0.1111	10c89985c5e8596f4db38849b1512d3319703e26c488dcf2240e879d3004cfc3	2;3;4;7;8;9;10;11;13;14;15;17;18;19;20;21;22;24;27;29;30;33;34;35;36;37;38;39;43;49;51;52;53;55;56;60;62;63;65;66;67;69;70;71;72;76;78;79;81;84;85;88;89;90;91;92;93;95;96
2	3	45	45	22	23	20	0.1111	2b715f9791f8a8f24635e8e957d52c5ab6f021e3a5bc1780a6036944b4ab150e	2;4;8;10;11;13;14;15;17;18;21;24;27;29;30;33;34;35;36;37;38;43;49;52;53;55;56;62;63;65;66;67;69;71;72;76;78;79;88;89;90;91;93;95;96
2	3	30	30	15	15	20	0.1111	ed74949f4ed357d3967b81c7268f4937539bb836fc1c28d1cc6f8f2839905d69	2;8;10;11;14;18;24;29;30;33;35;36;38;43;49;52;55;56;62;63;65;69;71;76;78;88;89;91;93;96
2	3	20	20	10	10	20	0.1111	741d847a73c47c4e78f485512cd7d3d0c2e5d6efe7bc0406595653de291c50bd	2;8;14;18;24;29;30;35;38;43;52;55;56;63;65;69;76;88;91;93
2	3	12	12	6	6	20	0.1111	2e3988c92ade0f73b85a5597ebe25d1032b3bd180bf17fdb003305fa564fc287	2;8;14;18;35;38;52;63;65;69;88;91
2	3	8	8	4	4	20	0.1111	bdaca2fee80fb6cc8185b6680c8b689bbdb0ba029998138a7e86ac25e6585cb7	2;14;18;35;52;65;69;91
3	0	60	59	29	30	20	0.1429	ef6efa58a07b9e32a6a17a5b6365dcb5988c96fe2a2a21b3b06dc5ad3b08c6c9	0;5;7;9;10;11;13;14;15;17;18;20;22;24;25;26;27;28;29;30;31;33;34;37;38;39;40;41;42;47;50;52;53;54;55;56;60;62;63;65;66;67;69;70;71;72;73;76;79;81;84;85;88;89;91;95;96;97;98
3	0	45	45	22	23	20	0.1429	c9cb0039d1535ec8397ae3393dffa79ea788720c5a9ec25c70350b24aa9d0769	5;7;9;10;13;14;15;18;20;22;24;25;26;27;28;29;30;31;33;37;38;41;42;50;52;53;55;56;60;62;65;66;67;69;70;71;76;81;84;88;89;95;96;97;98
3	0	30	30	15	15	20	0.1429	dce64f79f8f2d6df0714ca333f7679290d232a9d3cc74c4a6c3351c89aa4b209	7;9;10;13;14;15;20;24;26;28;30;31;33;38;41;50;53;55;65;66;69;70;76;81;88;89;95;96;97;98
3	0	20	20	10	10	20	0.1429	2ccc1b9f8ce0fe04785819fc1858114394125ce70bc7b6cde33e8dde24a8048d	7;13;14;15;24;26;30;31;38;41;50;53;66;70;76;81;88;89;95;96
3	0	12	12	6	6	20	0.1429	21d271dd861f16e03044095c0295e4395c94a6666bc2a39b8d05b0ba4e0e216b	7;13;15;24;31;38;50;70;76;81;88;96
3	0	8	8	4	4	20	0.1429	2883f1dfed0c57f564bbc4c1a9e51468538805060b0a8fc5357d4d5ece314a29	13;15;31;38;50;81;88;96
3	1	60	60	29	31	20	0.1111	779d5ae748db575958e27d3a6fb1587181d7b3a9e8d6a715e470c2a6dbb3ffa7	0;2;3;4;5;8;10;15;16;18;19;20;21;22;24;25;26;27;28;29;30;33;35;36;37;39;41;42;43;47;49;50;51;52;53;54;55;58;60;62;64;65;66;67;69;71;72;76;77;78;81;82;88;90;91;92;93;95;98;99
3	1	45	45	23	22	20	0.1111	c80204db52bf94d6ce3f4f83cb0122b12af150b4a2fb3bd412807b2c824f3a6c	0;2;3;4;5;8;10;15;16;18;19;20;22;25;26;27;28;36;37;39;41;49;50;52;53;54;55;62;64;65;66;67;69;71;72;76;77;78;81;82;88;90;95;98;99
3	1	30	30	15	15	20	0.1111	e4c5fdbadc6be9fa9988ab31f9bab38275ef20b5260bebb2161c6a07127c6bfb	0;4;5;8;10;15;18;19;20;25;26;28;36;39;41;50;52;55;65;66;67;69;71;76;78;81;82;90;98;99
3	1	20	20	10	10	20	0.1111	ab4bf5ace0e0c1991f87047c2e6897c2a52d451de9e7bf5b5dc08d5592f4dd3e	10;15;18;19;20;25;26;28;36;39;52;55;65;67;69;71;76;82;90;98
3	1	12	12	6	6	20	0.1111	6832cd78dacfdae86b4f1f54eae01055235fad072609aa9cbde565e54c9d2c5a	18;20;25;26;28;36;52;65;67;69;82;98
3	1	8	8	4	4	20	0.1111	1b2738a8c5922593a7e18a0447b5441c7d6cbbd0eb21e5d49bc6f17772556cc9	18;25;28;36;65;67;69;82
3	2	60	59	29	30	20	0.2121	82e3d374d60b9cc85567faba5cf8fc77a95ad4cf32c0da96490b350f822acbb7	0;2;3;4;7;8;9;11;13;14;16;17;18;19;20;21;22;25;27;28;30;31;34;38;39;40;41;43;47;49;51;54;55;56;58;63;64;66;69;70;71;73;76;77;78;79;81;82;84;85;89;90;91;92;93;96;97;98;99
3	2	45	45	22	23	20	0.2121	d611ea853a258437c1aca5e9fd5cfe53a347e7f7bb96ebd1df08e1b262b24fcc	2;3;8;9;13;14;16;17;18;19;20;21;22;25;27;28;31;34;38;39;41;43;47;54;55;58;66;69;70;71;76;77;78;79;82;84;85;89;90;91;93;96;97;98;99
3	2	30	30	15	15	20	0.2121	7fbfcd8a2b87afcec25dc8524a4ef3a772c608bf77ec31b3b693a1d0b8710527	13;14;16;19;20;21;22;27;28;31;34;38;41;43;47;54;55;66;71;76;77;78;79;84;85;91;93;96;97;99
3	2	20	20	10	10	20	0.2121	d92754a3d7066cfedc4e41cef29ed01415c98b102d02b2097cfb8151e20b3f80	13;14;16;19;20;21;28;38;41;47;54;66;71;77;78;79;84;85;96;97
3	2	12	12	6	6	20	0.2121	d701e04fef80ef276fe1782c0d515986626d96cb83ea00f23e145956d5194a09	13;14;16;19;28;38;77;78;84;85;96;97
3	2	8	8	4	4	20	0.2121	a8c0924be8d82a47e835d11cbe0fdaa58ccf4d492a2c34760433713b44b512a6	16;19;28;38;77;78;96;97
3	3	60	60	30	30	20	0.1111	9bc1a2618339a4680b76ce6705fdc83ce1ffd1b8b5676021026913cea1ad4f39	2;3;4;5;7;8;9;10;11;13;14;15;16;17;19;21;24;26;29;31;33;34;35;36;37;38;40;42;43;49;50;51;52;53;56;58;60;62;63;64;65;67;70;72;73;77;78;79;82;84;85;88;89;90;92;93;95;96;97;99
3	3	45	45	23	22	20	0.1111	041bb90cb5fc196cf0e3f4c4068fa79144389ab6fce2c4cb990cacea5a3c1a28	2;3;5;7;9;10;14;15;16;17;21;24;26;29;31;33;34;35;36;37;40;43;50;52;53;58;60;62;63;64;65;67;70;72;73;77;79;82;84;85;88;89;90;97;99
3	3	30	30	15	15	20	0.1111	5e063d72c360d8c20bf479ec81e782a30bd888e963ec7bdbc009f5370b5ccf1d	2;3;5;7;10;14;15;17;21;29;34;35;37;40;43;50;53;58;60;63;67;70;73;77;79;82;85;88;89;90
3	3	20	20	10	10	20	0.1111	de337ff6e18eedf4133aa4c3564b607bac33f794998d5fec5b97a57de3026184	2;3;5;10;15;21;34;35;40;43;50;53;58;63;70;73;77;82;85;88
3	3	12	12	6	6	20	0.1111	503064a976cfba8fcf55139b2cd65a93f1633904d8d88a997224b3aee5c348f0	3;10;21;34;40;43;50;53;58;70;73;77
3	3	8	8	4	4	20	0.1111	823779487abc750a1fe5dc1661bc31b99ad2fd8964bea7133515107f7b7447c1	10;21;34;43;50;53;70;77
4	0	60	60	30	30	20	0.0526	b35e8440a9753ef9030434a9f5af4f7db39ee235a6d8c8a91618896cc60389b8	0;5;7;8;9;10;11;13;14;16;17;18;19;21;22;24;26;28;30;31;33;36;37;38;40;41;42;43;47;49;50;52;53;54;55;58;60;62;63;64;67;69;70;71;72;73;76;78;79;84;85;88;89;90;91;93;95;97;98;99
4	0	45	45	23	22	20	0.0526	590613b416efc47a032165399f23ab7b7a696313e889ccd2a04dfa7f98dbf5c6	0;7;8;10;11;13;14;16;19;21;22;24;26;28;30;31;36;37;38;41;42;43;50;52;53;54;55;58;60;62;63;64;67;70;71;73;76;78;79;88;91;93;97;98;99
4	0	30	30	15	15	20	0.0526	6dc40bbc548f4527d52872a859a6f85af3442713716e534dc5a081b31aa6080d	0;10;11;13;14;16;21;22;24;26;28;31;36;38;42;50;54;55;60;62;63;64;70;71;73;78;79;91;93;98
4	0	20	20	10	10	20	0.0526	b4beaf8aa8724b429bb8cdba76b49b0ab495cc06c165431dacf4bf8448dffe0a	0;11;13;21;22;26;28;31;36;38;50;54;55;63;64;71;73;78;79;98
4	0	12	12	6	6	20	0.0526	10367d318ebd9569a8d1ae9915c1ce9006436b4ca80f23918bf8edca80d6d295	13;21;22;26;28;31;50;55;71;73;79;98
4	0	8	8	4	4	20	0.0526	5eadf0d20f00dc3ab16426c396d769428fbbd7c4f2af41a6b74594fcbab5113b	13;26;28;31;50;55;71;73
4	1	60	59	29	30	20	0.1429	9922f8c227f87f43aa7ba65d9cc477f738d83b78fc9c5c5bef9fc0952606223f	0;2;3;4;5;8;9;11;14;15;16;18;20;24;25;26;27;28;29;30;34;35;36;37;39;40;41;42;43;49;51;52;54;55;56;58;60;62;63;64;65;66;69;70;73;77;79;81;82;84;88;89;91;92;93;96;97;98;99
4	1	45	45	22	23	20	0.1429	7c30000948975f02735738f802b204ea680847e023c394e53f2ff90fd524cfa9	0;3;5;8;9;11;14;15;16;24;25;26;27;28;29;30;34;35;40;41;42;43;49;54;55;56;58;60;62;63;64;65;66;69;70;73;77;79;82;84;89;91;96;97;98
4	1	30	30	15	15	20	0.1429	51384a73b1d7bb79aa3ad6c9926ac4b52c5e24bda781cb246df1526074933f5c	0;3;5;8;9;14;15;24;25;26;27;34;42;43;49;54;55;56;58;62;63;64;70;73;79;82;84;89;96;98
4	1	20	20	10	10	20	0.1429	84ee28a40ead4b6630a455be635dcc49b784c5ecfc17053274700c7be7b03385	0;8;9;15;24;25;27;42;43;49;54;58;62;63;64;70;79;84;96;98
4	1	12	12	6	6	20	0.1429	b1ebae730067b413d8586011e58e8fb99a146535799679c631c567ac41e50c13	8;9;15;27;42;49;58;62;63;70;79;96
4	1	8	8	4	4	20	0.1429	0706897aa4faf6051d921d854765b500685527a86f467940b1774c6c21491153	8;9;42;49;58;63;70;79
4	2	60	60	29	31	20	0.1111	b40a3266d1d498a26db80319bcc7d8daf0fd072b9cf670e9111e14e51400ad15	2;3;4;5;7;8;9;10;13;15;17;18;19;20;21;22;25;26;27;29;30;31;34;35;37;38;39;40;42;43;47;50;51;53;55;56;58;60;65;66;67;69;71;72;73;76;77;78;81;82;84;85;90;91;92;93;95;96;98;99
4	2	45	45	23	22	20	0.1111	3c31c815d654bb41782d736ab4e022bcc9e54fb09ef7c71ea14bc25199be7329	2;4;5;7;9;10;15;18;20;21;22;25;29;31;34;35;37;38;39;40;42;43;50;53;55;58;60;65;66;67;69;71;72;73;76;77;78;84;85;90;91;93;95;96;99
4	2	30	30	15	15	20	0.1111	adb98bf106972aae8a2d7a7804a395307d0fb79fdc270d345a61d25ffe6bbe09	2;4;5;7;9;10;18;20;21;25;29;31;35;37;38;50;53;60;65;66;67;69;71;73;78;90;91;95;96;99
4	2	20	20	10	10	20	0.1111	c3f7b4d4e9aaad0ad7bdc858bfc1208c1c5aae127cdbdba6411236bb42d9c64f	4;7;18;20;25;29;31;35;37;38;50;67;69;71;73;78;90;91;96;99
4	2	12	12	6	6	20	0.1111	da5a2bf8dc2c25d283582c65bfcecef9225ffa12fd5f248462d28d407203cb35	18;25;29;35;37;38;50;71;73;91;96;99
4	2	8	8	4	4	20	0.1111	86e2c18d2e20b5eefc3c216de0c74ed6ff1c75a214a6ba4a3e5be17bc62e002f	25;35;37;38;50;71;91;99
4	3	60	59	29	30	20	0.2903	a94c98c2775d85a2233f18092fea041ee451130db910d4f2ca9f4a1ff4109f80	2;3;4;7;10;11;13;14;15;16;17;19;20;21;22;24;25;27;28;29;31;33;34;35;36;38;39;41;47;49;50;51;52;53;54;56;62;63;64;65;66;67;70;71;72;76;77;78;79;81;82;85;88;89;90;92;95;96;97
4	3	45	45	22	23	20	0.2903	afe99ccbb51e34957babe25df0a0886841016a1ba709ef0dcdda93f95f6a871b	2;3;4;7;10;11;14;15;16;19;20;21;24;25;27;28;31;33;34;35;36;39;47;50;53;54;56;63;64;65;66;67;71;72;76;77;78;81;82;85;88;90;95;96;97
4	3	30	30	15	15	20	0.2903	90be8492b5132264430276d7492868949d672ebda7889c66b809d8f12944a1a3	2;3;4;10;14;15;21;27;28;31;34;35;36;39;47;53;54;56;63;64;65;66;71;72;78;81;88;90;96;97
4	3	20	20	10	10	20	0.2903	47f65dbe7b15ff61a48b059127dc2d06ae71c8cfae0445d32e6b670da5986757	2;3;4;10;14;15;28;35;36;47;53;56;65;71;72;78;81;88;96;97
4	3	12	12	6	6	20	0.2903	1f5efb10ac5d694509a239b3a4ced8cf50f40124457c8050e959f281f55619c0	2;3;15;35;36;47;53;56;65;72;88;96
4	3	8	8	4	4	20	0.2903	9208f0874f8d5361bf343a8d225037d00ce6e8b8774671fd4636a8709c17ae25	2;3;35;36;53;65;72;88
5	0	60	59	29	30	20	0.0811	f6a292f6701b0b6ba62b87e1e08afe3c101ebc3d578fd8d5c6ed82e9d4ad9ea0	0;2;3;4;7;8;9;13;14;16;17;18;19;20;22;25;26;27;30;31;33;34;36;37;38;39;40;41;42;43;50;53;55;56;58;62;64;65;66;69;70;71;72;73;76;77;78;79;82;84;85;88;89;91;93;95;96;97;98
5	0	45	45	22	23	20	0.0811	1b1fb2fbbeba9324f9c0b20dc84a995735f67489aa4442a3be17c59569523c9f	2;3;4;7;9;16;17;18;19;20;22;25;26;27;30;31;34;36;37;40;41;42;43;50;53;55;56;58;62;64;69;70;71;72;76;77;78;82;84;85;88;91;95;96;97
5	0	30	30	15	15	20	0.0811	2d13d72a844399b8af4cfa4faf97d236db8ad6a60b315af3f4b9b739609da3d5	3;17;18;19;20;22;26;27;30;31;34;36;37;40;43;50;53;55;58;62;64;69;71;77;78;85;88;91;95;96
5	0	20	20	10	10	20	0.0811	0fbe9b7e6de9ff4385000d3e3b4ab9fc0343512f7c063cd6d7021a9dc1255a72	17;18;20;22;26;30;31;34;36;37;50;55;69;71;77;78;85;88;95;96
5	0	12	12	6	6	20	0.0811	76f0449a8af599956f21c51ee8ea81305c5e3c26e4964afdd1eac7b05416a877	18;20;26;30;36;37;50;55;85;88;95;96
5	0	8	8	4	4	20	0.0811	a20dcda379035976248a90d680231a5fc39e4d471edbe0adf75ce6acc3c34f30	20;26;36;37;55;88;95;96
5	1	60	60	29	31	20	0.25	3b57435cabdfaf3228754d959d23c5197a0db53eee86f1043ce9a8a6e6eefba7	0;4;5;7;8;9;10;11;13;15;17;19;20;21;24;25;26;28;30;31;33;35;36;37;38;39;40;41;43;47;49;51;52;53;54;55;56;60;62;63;64;66;67;69;71;76;79;81;82;84;88;89;90;91;92;95;96;97;98;99
5	1	45	45	23	22	20	0.25	2c1dbacbf696b923081e0cc3ab6e2b4a4f02274e6b29e9ca7278384f7d1f0103	0;5;7;8;9;13;15;19;20;24;25;28;31;33;35;37;38;39;40;43;47;49;52;53;54;55;56;62;63;64;66;67;71;76;79;81;82;88;90;91;95;96;97;98;99
5	1	30	30	15	15	20	0.25	9db4a033bdaf4e42a4e2f6a960d2a9a7514d902dde4de3fd103e3f8435a9e04c	5;7;9;13;15;24;25;28;31;33;35;38;39;40;49;52;53;55;62;64;66;71;76;79;81;82;90;97;98;99
5	1	20	20	10	10	20	0.25	8079e7897fdbe43a81783c584469afb05cc2c31ecd9007a09cbe1640db9bb24a	5;13;15;24;25;33;35;38;40;49;52;53;62;64;66;79;81;82;97;98
5	1	12	12	6	6	20	0.25	24c9e9752880029d0d63e23481d261010106cbe3adcb67260f18c36ddcc525f5	5;13;35;38;40;49;52;53;66;81;82;98
5	1	8	8	4	4	20	0.25	e781dd661ff73211451caae8eb1f30069fd3bb4182a874874b3ebed4fdb9ca0e	13;35;38;49;52;53;66;82
5	2	60	59	29	30	20	0.1765	d28933f72d7682a83bf1325a3e4fb743a28a26e69af9e20914b432f39adc657d	0;2;4;5;10;11;14;15;16;17;18;19;21;22;24;27;28;29;34;35;36;37;38;39;40;41;42;43;47;49;50;51;52;54;58;60;62;63;65;66;67;69;70;72;73;77;78;81;82;84;85;88;90;92;93;95;96;97;99
5	2	45	45	22	23	20	0.1765	49667ba4c5a30173161e20ca817e2c9c29601937f8a77f95a1c146d5574619ed	0;2;4;5;10;11;15;16;17;18;21;22;24;27;28;34;35;36;38;39;41;43;47;50;52;54;58;60;62;63;65;66;67;69;70;73;78;81;84;85;88;90;95;96;99
5	2	30	30	15	15	20	0.1765	e112470247ae497a2622507374e439ef88a1abb6cbfb7d38824e0fbaa63a80e3	4;5;10;11;15;16;17;21;22;28;34;35;36;39;43;50;54;58;60;62;63;65;67;70;73;78;81;84;85;88
5	2	20	20	10	10	20	0.1765	8b76cf60addb9c82b15ec749f40a0b8870b29cf17cd3defdc5cd79ff5b98defa	5;10;11;16;21;22;28;35;36;39;50;58;62;63;73;78;81;84;85;88
5	2	12	12	6	6	20	0.1765	0b2f12e857df15bc2bff998298e28878b1256a188766ae6b86fa59b29523c5b9	10;16;28;35;36;39;50;78;81;84;85;88
5	2	8	8	4	4	20	0.1765	5e83ab1082908819bddde634c8f969dda0c27f67dd40300d3304b1e0c181475c	10;16;28;35;50;84;85;88
5	3	60	60	30	30	20	0.0811	720e7b71a549b0e10aa4f21b09656abc122b9d3de1c86608d74730c780ee0a65	2;3;5;7;8;9;10;11;13;14;15;16;18;20;21;22;24;25;26;27;28;29;30;31;33;34;35;42;47;49;50;51;52;53;54;55;56;58;60;63;64;65;67;70;71;72;73;76;77;78;79;81;85;89;90;91;92;93;98;99
